,prediction
688,48.77719999999999
689,4.567199999999999
690,7.319399999999994
691,4.353099999999997
692,2.1856000000000013
693,2.315999999999997
694,38.494899999999994
695,10.9122
696,8.160500000000008
697,1.6197000000000006
698,3.302099999999997
699,4.930699999999994
700,3.0750999999999986
701,12.0261
702,5.423399999999997
703,2.8348999999999993
704,7.600900000000007
705,9.210899999999986
706,4.171500000000003
707,4.977400000000002
708,15.1342
709,15.2741
710,7.596799999999998
711,9.589800000000004
712,6.649399999999991
713,39.3439
714,9.2627
715,11.749400000000014
716,3.9066999999999967
717,13.1742
718,6.97740000000001
719,3.0694
720,15.855400000000005
721,4.939000000000001
722,4.7134
723,17.8199
724,4.3631000000000055
725,61.6185
726,4.9366999999999965
727,2.9395
728,11.281600000000001
729,15.528400000000001
730,7.376300000000004
731,3.4774000000000034
732,3.2782000000000036
733,15.616200000000001
734,6.788999999999998
735,8.99800000000001
736,6.037600000000001
737,3.746899999999997
738,4.253100000000001
739,4.882399999999994
740,6.378499999999999
741,5.679300000000001
742,5.653600000000001
743,3.681000000000002
744,11.108400000000001
745,51.952999999999996
746,7.981900000000008
747,5.091100000000001
748,9.677200000000001
749,5.056700000000004
750,3.9379000000000017
751,7.193500000000006
752,5.8285
753,6.323700000000001
754,1.4006999999999998
755,5.757700000000005
756,6.762999999999995
757,6.497400000000002
758,44.702000000000005
759,3.2011999999999943
760,7.813399999999991
761,14.093000000000012
762,3.8302999999999945
763,1.8139000000000025
764,15.900200000000005
765,5.9237000000000055
766,2.083199999999999
767,12.470800000000002
768,2.1796999999999995
769,5.008399999999995
770,7.756700000000007
771,14.786200000000001
772,8.198099999999993
773,18.40809999999998
774,5.517199999999999
775,10.5125
776,15.410700000000002
777,4.635099999999995
778,3.156999999999999
779,6.142799999999999
780,29.085
781,2.870200000000001
782,14.858799999999999
783,8.610799999999989
784,11.6241
785,5.5776999999999965
786,3.5674999999999972
787,5.441099999999998
788,8.6611
789,5.010000000000001
790,19.288200000000003
791,5.969099999999998
792,6.610400000000009
793,10.336199999999987
794,3.5187999999999984
795,3.678300000000003
796,2.589400000000003
797,6.569799999999995
798,11.871099999999998
799,4.155200000000002
800,5.8387
801,2.8680000000000003
802,2.9862999999999977
803,16.2395
804,2.9648999999999988
805,3.6259999999999963
806,3.5727
807,26.852900000000005
808,6.749400000000008
809,4.49
810,28.3813
811,4.036899999999992
812,8.47340000000001
813,17.197700000000005
814,4.242499999999996
815,11.8469
816,6.323899999999992
817,3.2056999999999976
818,2.8932999999999987
819,4.4089
820,5.447500000000002
821,11.543099999999999
822,4.787000000000007
823,7.440199999999991
824,4.824999999999994
825,5.933999999999997
826,6.756799999999999
827,4.599599999999997
828,4.702700000000004
829,7.6743
830,7.337800000000002
831,7.1010999999999935
832,33.8638
833,5.287099999999994
834,7.413400000000011
835,2.496600000000002
836,8.085599999999998
837,6.8676999999999975
838,4.2387
839,14.096300000000017
840,1.5899000000000014
841,1.1573577
842,14.883100000000008
843,3.791699999999997
844,3.5898999999999988
845,4.995299999999995
846,21.7219
847,6.213199999999996
848,5.659800000000006
849,41.715
850,3.530900000000004
851,3.7400000000000038
852,2.301200000000001
853,5.125
854,5.524099999999996
855,2.1241
856,29.709499999999995
857,8.2179
858,11.930500000000004
859,7.546599999999999
860,2.2
861,12.548100000000012
862,7.832299999999988
863,4.5757
864,5.550299999999993
865,4.404900000000005
866,7.139199999999992
867,4.586000000000002
868,6.412600000000003
869,2.0088000000000013
870,5.590000000000001
871,5.297200000000001
872,5.595799999999994
873,6.2324000000000055
874,104.0185
875,5.155400000000003
876,83.22299999999991
877,5.752399999999997
878,4.844199999999995
879,18.259900000000005
880,3.014500000000001
881,3.1833000000000027
882,6.042200000000001
883,6.3016999999999985
884,1.4305
885,6.254999999999995
886,6.4856
887,5.578500000000002
888,10.476899999999999
889,1.996299999999998
890,3.860400000000004
891,13.51689999999999
892,11.373000000000005
893,17.434800000000024
894,4.1690000000000005
895,6.685300000000009
896,3.106499999999999
897,6.151400000000006
898,10.116300000000011
899,4.867400000000006
900,7.3241000000000085
901,7.359700000000001
902,2.3340999999999985
903,12.006500000000015
904,10.398900000000001
905,4.26630000000001
906,7.260999999999991
907,3.3639000000000006
908,3.2005
909,6.265399999999996
910,8.145199999999999
911,9.845600000000001
912,21.779700000000034
913,5.6112
914,6.193200000000002
915,8.2584
916,11.0956
917,1.4556000000000002
918,3.9267000000000025
919,3.6160999999999994
920,8.627500000000005
921,2.8610000000000024
922,4.4220999999999995
923,1.9017
924,5.3274
925,3.1797000000000035
926,19.994400000000006
927,3.846000000000005
928,5.998300000000001
929,1.5608000000000006
930,3.289800000000004
931,5.140099999999993
932,5.314400000000002
933,9.437900000000006
934,8.404199999999992
935,7.147
936,9.11119999999999
937,26.0709
938,11.136499999999998
939,4.897400000000005
940,6.185900000000006
941,16.12510000000002
942,5.8986
943,4.563599999999995
944,7.335899999999998
945,4.935600000000004
946,21.023499999999995
947,12.235400000000004
948,20.377899999999972
949,6.888300000000007
950,5.019000000000005
951,11.755000000000006
952,6.476899999999996
953,4.898399999999996
954,2.6774000000000004
955,3.285000000000003
956,8.368299999999998
957,3.7647999999999984
958,9.318399999999984
959,20.352900000000005
960,6.612399999999997
961,4.8991999999999924
962,17.0565
963,8.533600000000012
964,7.1051
965,7.0055999999999985
966,8.119599999999998
967,7.096999999999992
968,18.173500000000022
969,4.763700000000008
970,4.730899999999995
971,3.997500000000004
972,4.944199999999992
973,8.612400000000001
974,7.094600000000001
975,10.165599999999998
976,6.375700000000002
977,5.465599999999998
978,6.541500000000001
979,3.232300000000004
980,10.715799999999984
981,7.6179000000000086
982,6.08
983,4.775699999999993
984,13.807400000000005
985,2.231300000000004
986,3.1879000000000013
987,5.314400000000007
988,18.456900000000022
989,3.725099999999999
990,14.953400000000002
991,44.954499999999996
992,4.690099999999994
993,17.11049999999998
994,27.121200000000023
995,3.806299999999995
996,5.413499999999999
997,7.763099999999996
998,3.4486000000000048
999,2.6513313999999997
1000,5.006600000000003
1001,8.6911
1002,12.038000000000004
1003,5.033500000000001
1004,7.941199999999998
1005,16.5026
1006,12.926399999999985
1007,4.344500000000005
1008,6.0604000000000005
1009,5.622999999999999
1010,15.195700000000002
1011,18.240300000000023
1012,4.531199999999996
1013,5.388300000000008
1014,4.343699999999994
1015,42.8755
1016,3.1725999999999988
1017,14.732999999999999
1018,1.1383000000000012
1019,7.141300000000005
1020,1.5152
1021,21.049400000000002
1022,2.907600000000004
1023,5.0243999999999955
1024,9.299700000000007
1025,4.521899999999998
1026,8.109099999999993
1027,15.768700000000017
1028,8.210999999999991
1029,5.3191999999999995
1030,31.6162
1031,4.676300000000001
1032,5.7033000000000005
1033,4.5375
1034,8.165
1035,5.110299999999994
1036,5.9011000000000005
1037,7.34180000000001
1038,4.555599999999999
1039,8.177200000000001
1040,12.513300000000006
1041,5.359399999999996
1042,6.011
1043,4.7510999999999965
1044,6.346699999999998
1045,4.533199999999999
1046,28.076499999999967
1047,7.258600000000002
1048,2.3909999999999996
1049,5.123899999999995
1050,5.579999999999996
1051,8.4912
1052,3.3183000000000002
1053,3.233600000000001
1054,9.52320000000001
1055,5.638000000000002
1056,13.221200000000009
1057,5.2535999999999925
1058,5.869800000000001
1059,6.7763
1060,15.167300000000001
1061,5.904000000000001
1062,17.397800000000007
1063,2.2015
1064,3.943100000000004
1065,22.897900000000003
1066,7.336000000000002
1067,4.084300000000007
1068,8.054300000000003
1069,7.6841
1070,2.2805000000000017
1071,8.826999999999996
1072,4.2768999999999995
1073,4.341699999999997
1074,5.368200000000001
1075,6.089899999999993
1076,3.2298999999999944
1077,4.721599999999999
1078,16.409
1079,6.602700000000002
1080,2.4028
1081,4.805099999999995
1082,5.88029999999999
1083,8.837900000000014
1084,0.830936199999999
1085,1.5377999999999985
1086,2.864
1087,9.54949999999999
1088,4.243099999999995
1089,10.870300000000002
1090,3.6218
1091,9.839800000000013
1092,4.717099999999999
1093,9.7076
1094,7.508100000000005
1095,3.130900000000001
1096,5.711599999999994
1097,6.00840000000001
1098,5.427499999999996
1099,32.588499999999996
1100,5.981700000000007
1101,5.848400000000001
1102,7.173800000000001
1103,6.3339000000000105
1104,2.440900000000002
1105,2.6900999999999993
1106,12.597999999999999
1107,5.655600000000001
1108,9.7997
1109,4.3501
1110,5.318499999999993
1111,2.915100000000002
1112,19.408399999999997
1113,8.492299999999991
1114,3.5820999999999934
1115,1.707498800000001
1116,7.1233
1117,4.800599999999994
1118,5.490100000000002
1119,2.0040999999999998
1120,14.045200000000001
1121,4.3066
1122,16.2256
1123,6.354799999999992
1124,1.9626000000000028
1125,8.670799999999991
1126,3.5280999999999993
1127,14.293200000000006
1128,17.1505
1129,11.7324
1130,7.989599999999992
1131,8.322199999999992
1132,11.735100000000003
1133,8.807299999999993
1134,5.536500000000001
1135,9.813999999999991
1136,21.32420000000003
1137,7.430300000000005
1138,9.48499999999999
1139,4.237000000000006
1140,3.3470000000000004
1141,14.922400000000003
1142,39.609899999999996
1143,5.428999999999999
1144,3.605099999999997
1145,3.6323999999999956
1146,3.363700000000002
1147,3.2447000000000044
1148,4.436600000000004
1149,5.778299999999999
1150,7.451600000000004
1151,14.587500000000016
1152,4.0684
1153,5.941599999999998
1154,4.007999999999995
1155,11.262800000000002
1156,9.464099999999998
1157,6.224700000000006
1158,7.447899999999997
1159,2.3419999999999974
1160,34.096300000000035
1161,10.1735
1162,6.8055000000000065
1163,7.726700000000001
1164,5.3074
1165,9.075299999999995
1166,4.741999999999996
1167,4.173500000000004
1168,4.728500000000008
1169,3.0381000000000014
1170,3.104900000000004
1171,18.2795
1172,2.8020999999999963
1173,13.494000000000002
1174,9.347800000000005
1175,8.088200000000008
1176,4.8545000000000025
1177,0.9564999999999998
1178,5.6057
1179,5.309099999999996
1180,3.2831
1181,38.3655
1182,9.843600000000013
1183,3.932000000000005
1184,2.5298999999999996
1185,20.5884
1186,10.352900000000002
1187,28.514299999999995
1188,3.9334000000000033
1189,9.695199999999998
1190,6.850700000000002
1191,59.13279999999999
1192,3.2699999999999965
1193,4.784200000000003
1194,4.6567
1195,4.5078000000000005
1196,16.096500000000002
1197,3.009700000000001
1198,8.4613
1199,10.3024
1200,5.726300000000001
1201,3.973299999999992
1202,4.351500000000001
1203,3.126399999999997
1204,3.497500000000002
1205,4.400199999999998
1206,6.910700000000007
1207,6.789800000000001
1208,9.1882
1209,7.965800000000002
1210,2.5603
1211,4.8216
1212,38.663999999999994
1213,4.779400000000002
1214,4.853000000000004
1215,5.0312000000000054
1216,15.338199999999999
1217,3.1401000000000034
1218,4.052499999999995
1219,6.372999999999999
1220,2.857800000000004
1221,1.5796
1222,8.410600000000006
1223,4.999100000000005
1224,5.0498
1225,19.316800000000004
1226,2.3785000000000007
1227,6.891700000000009
1228,7.767000000000005
1229,9.314799999999996
1230,3.1090000000000027
1231,6.972299999999994
1232,11.746099999999986
1233,2.6215999999999995
1234,2.680300000000001
1235,4.197199999999999
1236,3.694799999999998
1237,3.101800000000004
1238,11.429299999999994
1239,6.189999999999999
1240,16.915200000000024
1241,10.337800000000005
1242,2.6867000000000005
1243,7.589599999999991
1244,6.4779
1245,7.705
1246,3.9776000000000034
1247,6.647099999999996
1248,8.807000000000006
1249,4.9134
1250,9.509599999999988
1251,6.618899999999999
1252,2.957
1253,6.275899999999999
1254,9.7886
1255,49.587199999999996
1256,4.602399999999997
1257,3.5950000000000046
1258,14.7168
1259,3.678099999999999
1260,6.539999999999999
1261,11.763299999999997
1262,6.1084
1263,16.299000000000017
1264,6.497100000000001
1265,5.183700000000005
1266,4.699499999999995
1267,6.520299999999995
1268,8.559499999999987
1269,11.583000000000009
1270,1.722200000000002
1271,6.140699999999999
1272,4.900100000000001
1273,11.850500000000002
1274,1.7335000000000003
1275,5.151
1276,5.901499999999999
1277,3.913599999999995
1278,5.3908999999999985
1279,2.2442000000000024
1280,1.303936300000001
1281,8.87940000000001
1282,9.0698
1283,3.8224999999999953
1284,5.727000000000007
1285,0.7025351
1286,4.2067000000000005
1287,5.7869
1288,20.500300000000003
1289,24.295400000000022
1290,22.46360000000001
1291,5.855799999999999
1292,4.247099999999994
1293,2.8794
1294,3.0024999999999955
1295,5.4615
1296,9.989500000000007
1297,80.4395
1298,2.1982999999999993
1299,8.3067
1300,11.497800000000007
1301,54.026199999999996
1302,29.9854
1303,54.92799999999999
1304,8.373699999999994
1305,9.2674
1306,1.5454000000000014
1307,7.685999999999994
1308,44.34130000000002
1309,3.5187999999999966
1310,3.176999999999999
1311,4.624899999999993
1312,16.149000000000022
1313,8.931299999999998
1314,5.626299999999993
1315,8.376900000000001
1316,3.8864999999999963
1317,2.110299999999999
1318,2.2497999999999987
1319,1.9735656999999986
1320,9.56900000000001
1321,15.883700000000001
1322,7.451299999999998
1323,50.754400000000004
1324,11.526800000000003
1325,22.159400000000026
1326,2.1316000000000006
1327,2.9755999999999965
1328,26.032099999999982
1329,6.463499999999995
1330,7.037000000000006
1331,6.413199999999992
1332,6.1762000000000015
1333,2.6265000000000045
1334,3.647
1335,4.5354
1336,6.2622
1337,13.794100000000004
1338,4.962399999999997
1339,7.1685
1340,4.854200000000001
1341,6.996600000000006
1342,2.8634999999999997
1343,10.202699999999997
1344,6.7297
1345,7.909299999999989
1346,153.44
1347,25.139300000000002
1348,4.271599999999994
1349,2.400800000000003
1350,1.4474000000000011
1351,14.055200000000005
1352,8.544200000000002
1353,8.10430000000001
1354,7.754799999999992
1355,3.515399999999999
1356,3.3751000000000015
1357,5.4304999999999986
1358,47.125299999999996
1359,7.014300000000009
1360,3.9470999999999994
1361,16.812
1362,2.829400000000003
1363,3.2740999999999945
1364,11.048
1365,3.2763000000000004
1366,4.569000000000006
1367,4.774499999999994
1368,6.8481
1369,6.110000000000002
1370,4.636399999999997
1371,25.063699999999997
1372,52.8796
1373,7.893400000000003
1374,2.2056000000000013
1375,3.691500000000001
1376,16.58090000000002
1377,6.116099999999997
1378,9.431900000000002
1379,13.873799999999996
1380,11.480199999999986
1381,6.568700000000002
1382,4.698600000000001
1383,3.2055999999999987
1384,5.101700000000001
1385,55.660999999999994
1386,4.769899999999995
1387,12.650399999999996
1388,4.356500000000004
1389,7.100699999999993
1390,9.106
1391,12.034400000000005
1392,2.9589999999999987
1393,5.995999999999999
1394,1.933200000000002
1395,26.251600000000032
1396,7.263499999999996
1397,6.477500000000007
1398,5.304199999999997
1399,8.108799999999993
1400,1.6857999999999997
1401,6.599099999999998
1402,4.380400000000003
